MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
-0.326619190355085,0.34647802955744084,-0.23037686740093127,-0.6406461005001541,1.258001796340619,1.146198719222851,-1.3679762815342846,1.2676445067754007,1.03
0.00693182157669758,1.6178072867995743,-0.6670122106228161,-0.21073228161648555,-0.0299909123483253,-1.680666305476459,-0.8716985178118026,0.7036267965640458,3.821
0.21433793100362247,-1.957806249193926,0.27371869598207915,-0.9054393883879992,-0.5511968867569346,-0.2552826144827413,-0.45501247091274144,-0.45435646687874437,1.726
-1.1211933227756867,0.5848522652903408,-1.0447592404963468,-0.30026433177995476,0.10586227396369317,1.5839663653865452,-1.3773400129252764,1.2277140494153056,0.934
-0.14889423445871475,1.1410588153337744,0.7733291414208201,0.9478773409879444,-0.6047543928991727,-0.8676377832419762,0.5375430565322227,-0.11494757931792424,0.965
1.7022565705922432,-0.6864769919517926,0.784344110509968,-0.6118250623627006,1.7739826481987662,0.6726675384000628,0.8371824610439095,-1.1431568563403995,2.648
-0.7732843544612374,-0.05081236333072586,-0.769876654774865,0.20864315476556292,0.023566593793912752,0.8574729283819782,-0.7452881440334367,0.7984616327942728,1.573
2.5266325116390522,0.6643103438679743,0.6002649875879165,-1.2868466318443128,-0.4414693131972274,-0.7291919435516383,1.0665938801231671,-1.4775744367312051,5.00001
-1.3881427219072,-1.8783481706162928,-1.3514953888539576,-0.5206071538772081,-0.6765998279680285,-0.3851776456677117,-0.7031513527739791,0.8334007829843535,1.398
1.5839542493048084,-1.8783481706162928,1.1439625242424085,-0.33997116500136365,2.3448272868367668,0.7162575769367538,-0.754651875424425,0.8883051618544854,3.156
0.25077576989072653,1.8561815225324745,0.3514436977674885,1.1695951370077045,-0.8934424138122119,1.3298117418398963,0.9776384319087613,-1.43764397937111,2.319
-0.9475706401315068,-0.28918659906362587,-1.655504348990089,0.16590727807634154,0.48729622014743734,0.10745722039591785,-0.7780612039019026,0.6087919603338188,1.594
-0.5586389392951528,-1.242683541995226,0.9513489161545355,1.9836303493476553,-0.7667331919635024,-0.6722102802087259,0.8559099238258896,-0.075017121957829,0.96
-1.027866606288353,0.5848522652903408,-1.8393358127906356,0.40066825052083166,2.3448272868367668,2.403896137992154,0.795045669784452,-1.1531394706804217,1.875
